0,1,2,3,4,5,6,7,8,9,10,11,12,label
-0.4211918382717391,0.25876853288294926,-1.2778177204944163,-0.280305955290694,-0.14025782477261498,0.4314479581005036,-0.10375718919841302,0.11970087491046083,-0.975632398758115,-0.6556731802401626,-1.466208115243105,0.4412892102565068,-1.0775502712184855,24.0
-0.4186665370798691,-0.4883981162415438,-0.5898771248303654,-0.280305955290694,-0.7237305251622518,0.2056548533233267,0.37653481638394715,0.5288897186061133,-0.8609265911698912,-0.974357782259572,-0.3059253324097479,0.4412892102565068,-0.4918114033080641,21.6
-0.4186689432744302,-0.4883981162415438,-0.5898771248303654,-0.280305955290694,-0.7237305251622518,1.3258232432568535,-0.2474942127668566,0.5288897186061133,-0.8609265911698912,-0.974357782259572,-0.3059253324097479,0.39765861761216587,-1.211312753073029,34.7
-0.4136448090308622,-0.4883981162415438,-1.2966060140734768,-0.280305955290694,-0.8167479121808892,1.2701080615585898,-0.48939310608935904,1.0397809541905492,-0.7462207835816674,-1.0923891163408348,0.11177646941026008,0.4412892102565068,-1.0282693568510222,36.2
-0.4183609503706099,-0.4883981162415438,-1.2966060140734768,-0.280305955290694,-0.8167479121808892,0.2188505542518622,-0.3316329582703357,1.0397809541905492,-0.7462207835816674,-1.0923891163408348,0.11177646941026008,0.41148747867142893,-1.0451656703484382,28.7
-0.41133004986308797,0.030467612317131947,-0.4742568566515333,-0.280305955290694,-0.258643590069063,-0.39401644442904715,-0.054676254321383816,0.8057254954263164,-0.51680916840522,-0.5671496796792156,-1.51261942655644,0.4273531487239168,-0.028570808253908817,22.9
-0.4045614245627255,0.030467612317131947,-0.4742568566515333,-0.280305955290694,-0.258643590069063,-0.15942620569951235,0.9795291591588806,0.9876701414658835,-0.51680916840522,-0.5671496796792156,-1.51261942655644,0.4412892102565068,0.9176227476013872,27.1
-0.3965379687987516,0.030467612317131947,-0.4742568566515333,-0.280305955290694,-0.258643590069063,-0.9526344504037505,1.1162546206020343,1.0490647963859014,-0.51680916840522,-0.5671496796792156,-1.51261942655644,0.33119432414904204,2.4354749101192583,16.5
-0.4014947295946089,0.030467612317131947,-0.4742568566515333,-0.280305955290694,-0.258643590069063,-0.4057459563655239,0.6219394907690946,1.2869924104376436,-0.51680916840522,-0.5671496796792156,-1.51261942655644,0.33205192793566285,0.6289773920205308,18.9
-0.3948957410108037,0.030467612317131947,-0.4742568566515333,-0.280305955290694,-0.258643590069063,0.14114253767270396,0.9164251000312713,1.1725072408527466,-0.51680916840522,-0.5671496796792156,-1.51261942655644,0.39433540293900965,1.100666143823394,15.0
-0.40781941199844923,0.030467612317131947,-0.4742568566515333,-0.280305955290694,-0.258643590069063,-0.3984150114052248,0.5167660588897457,1.116524272840572,-0.51680916840522,-0.5671496796792156,-1.51261942655644,0.4412892102565068,0.08970338622800318,18.9
-0.4106695494560672,0.030467612317131947,-0.4742568566515333,-0.280305955290694,-0.258643590069063,-0.574357690452376,-1.0222718276113938,0.7545943846418635,-0.51680916840522,-0.5671496796792156,-1.51261942655644,0.37268090732683073,0.43326176067546207,21.7
-0.3451994016432116,-0.4883981162415438,-0.4352350161411774,-0.280305955290694,-0.14025782477261498,-0.2708565690960407,0.5728585558920649,0.2932014232748585,-0.6315149759934438,-0.5907559464954681,1.179236629616949,0.2603348112794856,-0.3341124773321815,18.2
-0.3464710754687507,-0.4883981162415438,-0.4352350161411774,-0.280305955290694,-0.14025782477261498,-0.6549980850156543,-0.408760141648525,0.3103228809919151,-0.6315149759934438,-0.5907559464954681,1.179236629616949,0.4275675496705718,-0.5861491536686367,19.9
-0.29515416406426065,-0.4883981162415438,-0.4352350161411774,-0.280305955290694,-0.14025782477261498,-0.5069129968176356,-1.3623325906879553,0.3103228809919151,-0.6315149759934438,-0.5907559464954681,1.179236629616949,0.33355273456225,-0.852266091252939,23.1
-0.32537837394618496,-0.4883981162415438,-0.4352350161411774,-0.280305955290694,-0.14025782477261498,-1.2092175240141787,-1.1064105731148728,-0.017224134352649315,-0.6315149759934438,-0.5907559464954681,1.179236629616949,-0.7155110974218318,-0.1327647414879742,20.2
-0.33463139513087886,-0.4883981162415438,-0.4352350161411774,-0.280305955290694,-0.14025782477261498,-0.8118803071660295,0.04699139649532034,-0.017224134352649315,-0.6315149759934438,-0.5907559464954681,1.179236629616949,0.3775049286265735,-0.19049381260414555,18.2
-0.27134968127133985,-0.4883981162415438,-0.4352350161411774,-0.280305955290694,-0.14025782477261498,-1.0420719789193855,1.0496447804117799,-0.016570999725840682,-0.6315149759934438,-0.5907559464954681,1.179236629616949,0.2233506479814571,1.1809236329361201,13.6
-0.31944349506124214,-0.4883981162415438,-0.4352350161411774,-0.280305955290694,-0.14025782477261498,-0.4629273270558475,0.7376302658363784,0.08345190312257778,-0.6315149759934438,-0.5907559464954681,1.179236629616949,0.39444260341233717,0.1685528492159446,19.6
-0.27367406521735843,-0.4883981162415438,-0.4352350161411774,-0.280305955290694,-0.14025782477261498,-0.20341187546129916,0.8252747924025025,0.06693692755898645,-0.6315149759934438,-0.5907559464954681,1.179236629616949,0.4412892102565068,0.8570776242356466,15.2
-0.30303445125184936,-0.4883981162415438,-0.4352350161411774,-0.280305955290694,-0.14025782477261498,-0.6857880538489056,1.1162546206020343,0.12212680352432188,-0.6315149759934438,-0.5907559464954681,1.179236629616949,0.4159898985511891,1.0204086547106679,14.5
-0.3316886191826587,-0.4883981162415438,-0.4352350161411774,-0.280305955290694,-0.14025782477261498,-0.52304107573029,0.9094135379059813,0.26413693238187136,-0.6315149759934438,-0.5907559464954681,1.179236629616949,0.41373868861130875,0.5163353020377575,15.6
-0.32082705693387226,-0.4883981162415438,-0.4352350161411774,-0.280305955290694,-0.14025782477261498,-0.9995524981496574,0.6149279286438046,0.2897957927207846,-0.6315149759934438,-0.5907559464954681,1.179236629616949,-0.5608208144100773,0.5459038506582355,13.9
